years,sex,Age,social status,Education level,Religion,Job,Charge,Number
"2,013",female,54,married,High school,Muslim,Employee,murder,1
"2,013",female,30,single,الصف الاول الثانوى,Hindu,Employee,murder,1
"2,013",female,31,single,High school,Christian,Employee,murder,1
"2,013",female,24,single,High school,Christian,Employee,murder,1
"2,013",male,29,single,uneducated,Christian,Employee,murder,1
"2,013",female,28,married,بكالوريس تجاره وعلوم اداريه,Hindu,Employee,murder,1
"2,013",male,20,Undefined,0,Muslim,Employee,murder,1
"2,013",male,32,single,الصف الاول الثانوى,Hindu,Employee,murder,1
"2,013",male,25,single,High school,Hindu,Employee,murder,1
"2,013",male,46,single,High school,Muslim,Employee,murder,1
"2,013",female,2,,uneducated,Muslim,Employee,murder,1
"2,013",female,25,single,شهادات Universityه,Muslim,Employee,murder,1
"2,013",female,18,single,Undefined,Muslim,Employee,murder,1
"2,013",male,27,,High school,Muslim,Employee,murder,1
"2,013",male,56,married,High school,Hindu,Employee,murder,1
"2,013",male,42,single,High school,Muslim,Employee,murder,1
"2,013",male,32,single,High school,Muslim,Employee,murder,1
"2,013",male,23,single,uneducated,Muslim,Employee,murder,1
"2,013",male,50,married,uneducated,Muslim,Employee,murder,1
"2,013",male,33,single,uneducated,Muslim,Employee,murder,1
"2,013",male,29,single,High school,Muslim,Employee,murder,1
"2,013",female,41,single,redaing & writing,Muslim,Employee,murder,1
"2,013",male,27,married,High school,Muslim,Employee,murder,1
"2,013",female,21,single,Middle school,Muslim,Employee,murder,1
"2,013",male,28,single,High school,Muslim,Employee,murder,1
"2,013",male,25,single,uneducated,Hindu,Employee,murder,1
"2,013",male,29,single,High school,Muslim,Employee,murder,1
"2,013",male,20,single,High school,سيخ,Employee,murder,1
"2,013",male,27,single,شهاده الاعداديه العامه,Muslim,Employee,murder,1
"2,013",female,28,single,,Christian,Employee,murder,1
"2,013",male,30,single,High school,Christian,Employee,murder,1
"2,013",male,36,single,uneducated,Hindu,Employee,murder,1
"2,013",male,21,single,Middle school,Muslim,Employee,murder,1
"2,013",male,33,single,الصف الثالث الثانوى,بوذي,Employee,murder,1
"2,013",male,31,,High school,Muslim,Employee,murder,1
"2,013",male,27,married,0,Christian,Employee,murder,1
"2,013",female,26,single,High school,Christian,Employee,murder,1
"2,013",male,24,single,uneducated,Muslim,Employee,murder,1
"2,013",male,39,single,uneducated,Undefined,Employee,murder,1
"2,013",male,23,single,0,Muslim,Employee,murder,1
"2,013",male,12,single,الصف السادس الابتدائى,Christian,Employee,murder,1
"2,013",female,26,single,,Muslim,Employee,murder,1
"2,013",female,44,single,uneducated,Christian,Employee,murder,1
"2,013",male,19,single,,,Employee,murder,1
"2,013",male,58,single,High school,Muslim,Employee,murder,1
"2,013",male,32,single,uneducated,Muslim,Employee,murder,1
"2,013",female,17,single,diploma الفنون الجميلة,Muslim,Employee,murder,1
"2,013",male,29,single,High school,Muslim,Employee,murder,1
"2,013",female,20,single,High school,Muslim,Employee,murder,1
"2,013",female,20,single,High school,Muslim,Employee,murder,1
"2,013",female,22,single,High school,Muslim,Employee,murder,1
"2,013",female,22,single,High school,Muslim,Employee,murder,1
"2,013",female,24,single,University,Christian,Employee,murder,1
"2,013",male,34,single,الشهاده الابتدائيه العامه,Christian,Employee,murder,1
"2,013",male,23,married,High school,Muslim,Employee,murder,1
"2,013",female,36,single,,Undefined,Employee,murder,1
"2,013",female,29,single,uneducated,Muslim,Employee,murder,1
"2,013",male,25,single,,Undefined,Employee,murder,1
"2,013",female,27,married,,Muslim,Employee,murder,1
"2,013",male,46,single,uneducated,Hindu,Employee,murder,1
"2,013",female,36,,High school,Hindu,Employee,murder,1
"2,013",female,11,single,Middle school,Christian,Employee,murder,1
"2,013",male,28,,High school,Muslim,Employee,murder,1
"2,013",male,31,single,High school,Muslim,Employee,murder,1
"2,013",female,22,single,الشهاده الابتدائيه العامه,Christian,Employee,murder,1
"2,013",female,25,single,High school,Christian,Employee,murder,1
"2,013",male,26,single,,Christian,Employee,murder,1
"2,013",male,28,single,ثانويه Undefinedه,Hindu,Employee,murder,1
"2,013",male,36,single,ثانويه Undefinedه,Hindu,Employee,murder,1
"2,013",female,28,single,,Undefined,Employee,murder,1
"2,013",female,33,single,,Christian,Employee,murder,1
"2,013",female,34,married,High school,Muslim,Employee,murder,1
"2,013",female,28,married,,Muslim,Employee,murder,1
"2,013",female,29,single,High school,Christian,Employee,murder,1
"2,013",female,26,single,شهادات Universityه,Christian,Employee,murder,1
"2,013",female,32,single,,Undefined,Employee,murder,1
"2,013",male,45,married,uneducated,Muslim,Employee,murder,1
"2,013",male,30,single,شهادات Universityه,Christian,Employee,murder,1
"2,013",female,18,single,,Muslim,Employee,murder,1
"2,013",female,37,married,,Muslim,Employee,murder,1
"2,013",female,16,single,,Muslim,Employee,murder,1
"2,013",female,21,single,High school,Muslim,Employee,murder,1
"2,013",male,19,single,,Muslim,Employee,murder,1
"2,013",female,32,married,شهادات Universityه,Christian,Employee,murder,1
"2,013",female,26,single,,Christian,Employee,murder,1
"2,013",male,42,married,شهادات Universityه,Muslim,Employee,murder,1
"2,013",male,26,,,,Employee,murder,1
"2,013",male,18,,,,Employee,murder,1
"2,013",male,22,,,,Employee,murder,1
"2,013",female,41,married,redaing & writing,Muslim,Employee,murder,1
"2,013",female,43,married,High school,Christian,Employee,murder,1
"2,013",male,39,Undefined,0,Undefined,Employee,murder,1
"2,013",female,36,Undefined,0,Muslim,Employee,murder,1
"2,013",male,31,single,0,Undefined,Employee,murder,1
"2,013",male,,single,,,Employee,murder,1
"2,013",male,17,single,,Muslim,Employee,murder,1
"2,013",male,74,Undefined,,Muslim,Employee,murder,1
"2,013",female,11,Undefined,,Muslim,Employee,murder,1
"2,013",male,16,Undefined,,Muslim,Employee,murder,1
"2,013",male,7,Undefined,,Muslim,Employee,murder,1
"2,014",female,40,married,Undefined,Muslim,Employee,murder,1
"2,014",male,34,married,Undefined,Muslim,Employee,murder,1
"2,014",male,21,married,الصف الاول الثانوى,Muslim,Employee,murder,1
"2,014",male,41,married,redaing & writing,Muslim,Employee,murder,1
"2,014",male,63,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",male,24,married,الصف الخامس الابتدائى,Muslim,Employee,murder,1
"2,014",male,34,married,High school,Muslim,Employee,murder,1
"2,014",male,60,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",female,26,married,الصف الاول الثانوى,Muslim,Employee,murder,1
"2,014",female,64,married,uneducated,Muslim,Employee,murder,1
"2,014",male,33,married,High school,Muslim,Employee,murder,1
"2,014",male,60,married,uneducated,Muslim,Employee,murder,1
"2,014",female,26,married,University,Muslim,Employee,murder,1
"2,014",male,61,,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",male,64,married,redaing & writing,Muslim,Employee,murder,1
"2,014",female,40,divorced,redaing & writing,Muslim,Employee,murder,1
"2,014",female,24,single,Undefined,Muslim,Employee,murder,1
"2,014",female,22,married,Undefined,Muslim,Employee,murder,1
"2,014",female,34,divorced,Middle school,Muslim,Employee,murder,1
"2,014",male,30,married,High school,Muslim,Employee,murder,1
"2,014",male,22,married,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,014",male,32,divorced,الصف الثانى الاعدادى,Muslim,Employee,murder,1
"2,014",male,49,married,redaing & writing,Muslim,Employee,murder,1
"2,014",female,42,married,اقل من الابتدائيه العامه,Muslim,Employee,murder,1
"2,014",male,72,married,uneducated,Muslim,Employee,murder,1
"2,014",male,32,married,Undefined,Muslim,Employee,murder,1
"2,014",male,28,single,High school,Muslim,Employee,murder,1
"2,014",male,36,married,Undefined,Muslim,Employee,murder,1
"2,014",male,25,married,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,014",female,54,married,redaing & writing,Muslim,Employee,murder,1
"2,014",male,32,married,High school,Muslim,Employee,murder,1
"2,014",female,55,married,uneducated,Muslim,Employee,murder,1
"2,014",male,66,married,uneducated,Muslim,Employee,murder,1
"2,014",female,26,married,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,014",male,74,married,uneducated,Muslim,Employee,murder,1
"2,014",female,42,divorced,redaing & writing,Muslim,Employee,murder,1
"2,014",male,40,married,redaing & writing,Muslim,Employee,murder,1
"2,014",male,63,married,redaing & writing,Muslim,Employee,murder,1
"2,014",female,55,ارمل,uneducated,Muslim,Employee,murder,1
"2,014",female,23,married,High school,Muslim,Employee,murder,1
"2,014",female,60,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",male,36,married,Undefined,Muslim,Employee,murder,1
"2,014",male,57,married,Secondary literary,Muslim,Employee,murder,1
"2,014",male,59,divorced,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",male,36,single,Undefined,Muslim,Employee,murder,1
"2,014",male,36,married,الصف السادس الابتدائى,Muslim,Employee,murder,1
"2,014",female,63,divorced,redaing & writing,Muslim,Employee,murder,1
"2,014",male,51,married,science high school,Muslim,Employee,murder,1
"2,014",male,53,,redaing & writing,Muslim,Employee,murder,1
"2,014",male,66,,uneducated,Muslim,Employee,murder,1
"2,014",male,57,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",male,60,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",male,51,married,اعداديه Undefinedه,Muslim,Employee,murder,1
"2,014",male,54,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",male,57,married,redaing & writing,Muslim,Employee,murder,1
"2,014",male,45,married,Undefined,Muslim,Employee,murder,1
"2,014",male,48,married,Middle school,Muslim,Employee,murder,1
"2,014",female,62,divorced,uneducated,Muslim,Employee,murder,1
"2,014",male,48,married,Middle school,Muslim,Employee,murder,1
"2,014",male,58,married,redaing & writing,Muslim,Employee,murder,1
"2,014",male,48,married,Secondary literary,Muslim,Employee,murder,1
"2,014",male,55,married,Undefined,Muslim,Employee,murder,1
"2,014",male,59,married,redaing & writing,Muslim,Employee,murder,1
"2,014",male,45,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",male,43,,Middle school,Muslim,Employee,murder,1
"2,014",male,43,married,redaing & writing,Muslim,Employee,murder,1
"2,014",male,22,married,High school,Muslim,Employee,murder,1
"2,014",male,21,single,Undefined,Muslim,Employee,murder,1
"2,014",male,69,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",male,41,married,redaing & writing,Muslim,Employee,murder,1
"2,014",male,47,married,Middle school,Muslim,Employee,murder,1
"2,014",male,47,married,redaing & writing,Muslim,Employee,murder,1
"2,014",male,46,married,Secondary literary,Muslim,Employee,murder,1
"2,014",male,44,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",male,44,married,Secondary literary,Muslim,Employee,murder,1
"2,014",male,32,married,High school,Muslim,Employee,murder,1
"2,014",male,21,married,High school,Muslim,Employee,murder,1
"2,014",male,24,married,High school,Muslim,Employee,murder,1
"2,014",male,70,married,uneducated,Muslim,Employee,murder,1
"2,014",male,56,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",male,59,married,redaing & writing,Muslim,Employee,murder,1
"2,014",male,33,married,Undefined,Muslim,Employee,murder,1
"2,014",male,33,married,الصف السادس الابتدائى,Muslim,Employee,murder,1
"2,014",female,47,ارمل,redaing & writing,Muslim,Employee,murder,1
"2,014",female,54,married,uneducated,Muslim,Employee,murder,1
"2,014",male,23,married,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,014",female,36,married,الصف الثانى الثانوى,Muslim,Employee,murder,1
"2,014",female,51,ارمل,redaing & writing,Muslim,Employee,murder,1
"2,014",male,23,married,High school,Muslim,Employee,murder,1
"2,014",male,32,married,redaing & writing,Muslim,Employee,murder,1
"2,014",male,37,married,High school,Muslim,Employee,murder,1
"2,014",male,27,married,Third Grade of middle school,Muslim,Employee,murder,1
"2,014",female,69,ارمل,uneducated,Muslim,Employee,murder,1
"2,014",male,31,single,الصف السادس الابتدائى,Muslim,Employee,murder,1
"2,014",male,27,divorced,redaing & writing,Muslim,Employee,murder,1
"2,014",male,39,married,redaing & writing,Muslim,Employee,murder,1
"2,014",male,51,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",male,50,married,Middle school,Muslim,Employee,murder,1
"2,014",male,43,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",female,52,ارمل,بكالوريس صحافه واعلام,Muslim,Employee,murder,1
"2,014",female,52,married,ليسانس فلسفه وعلم نفس,Muslim,Employee,murder,1
"2,014",male,33,married,High school,Muslim,Employee,murder,1
"2,014",female,69,married,uneducated,Muslim,Employee,murder,1
"2,014",male,29,single,Undefined,Muslim,Employee,murder,1
"2,014",male,25,single,Undefined,Muslim,Employee,murder,1
"2,014",female,32,married,Secondary literary,Muslim,Employee,murder,1
"2,014",male,74,married,uneducated,Muslim,Employee,murder,1
"2,014",male,34,married,High school,Muslim,Employee,murder,1
"2,014",male,51,married,Middle school,Muslim,Employee,murder,1
"2,014",male,56,married,uneducated,Muslim,Employee,murder,1
"2,014",male,26,married,Secondary literary,Muslim,Employee,murder,1
"2,014",male,35,married,High school,Muslim,Employee,murder,1
"2,014",male,30,married,High school,Muslim,Employee,murder,1
"2,014",male,53,married,diploma فنى Undefined,Muslim,Employee,murder,1
"2,014",male,26,married,الصف الاول الثانوى,Muslim,Employee,murder,1
"2,014",male,25,married,High school,Muslim,Employee,murder,1
"2,014",male,40,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",male,61,married,uneducated,Muslim,Employee,murder,1
"2,014",male,23,single,Undefined,Muslim,Employee,murder,1
"2,014",male,27,married,High school,Muslim,Employee,murder,1
"2,014",male,29,married,Undefined,Muslim,Employee,murder,1
"2,014",male,37,single,Undefined,Muslim,Employee,murder,1
"2,014",male,27,,Undefined,Muslim,Employee,murder,1
"2,014",male,58,married,شهاده Universityه Undefinedه,Muslim,Employee,murder,1
"2,014",male,44,married,Middle school,Muslim,Employee,murder,1
"2,014",male,31,,Undefined,Muslim,Employee,murder,1
"2,014",male,24,married,شهادات Universityه,Muslim,Employee,murder,1
"2,014",male,27,,شهاده الاعداديه العامه,Muslim,Employee,murder,1
"2,014",male,36,divorced,الصف السادس الابتدائى,Muslim,Employee,murder,1
"2,014",male,21,single,Undefined,Muslim,Employee,murder,1
"2,014",male,48,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",male,24,single,Undefined,Muslim,Employee,murder,1
"2,014",female,44,married,diploma فى التعليم,Muslim,Employee,murder,1
"2,014",female,35,married,Secondary literary,Muslim,Employee,murder,1
"2,014",female,75,married,uneducated,Muslim,Employee,murder,1
"2,014",female,35,married,diploma,Muslim,Employee,murder,1
"2,014",male,33,married,High school,Muslim,Employee,murder,1
"2,014",male,50,,science high school,Muslim,Employee,murder,1
"2,014",male,28,married,شهاده الاعداديه العامه,Muslim,Employee,murder,1
"2,014",female,30,,High school,Muslim,Employee,murder,1
"2,014",male,46,married,اقل من الابتدائيه العامه,Muslim,Employee,murder,1
"2,014",male,50,married,Middle school,Muslim,Employee,murder,1
"2,014",male,38,married,redaing & writing,Muslim,Employee,murder,1
"2,014",male,49,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",male,66,divorced,redaing & writing,Muslim,Employee,murder,1
"2,014",male,48,married,redaing & writing,Muslim,Employee,murder,1
"2,014",male,19,single,Undefined,Muslim,Employee,murder,1
"2,014",male,47,married,redaing & writing,Muslim,Employee,murder,1
"2,014",male,22,married,High school,Muslim,Employee,murder,1
"2,014",male,19,single,Undefined,Muslim,Employee,murder,1
"2,014",male,31,married,الصف الاول الثانوى,Muslim,Employee,murder,1
"2,014",male,18,single,Undefined,Muslim,Employee,murder,1
"2,014",female,52,divorced,uneducated,Muslim,Employee,murder,1
"2,014",female,44,ارمل,University,Muslim,Employee,murder,1
"2,014",female,50,ارمل,redaing & writing,Muslim,Employee,murder,1
"2,014",male,43,married,redaing & writing,Muslim,Employee,murder,1
"2,014",female,41,married,Middle school,Muslim,Employee,murder,1
"2,014",male,17,single,Undefined,Muslim,Employee,murder,1
"2,014",male,34,married,شهادات Universityه,,Employee,murder,1
"2,014",female,42,divorced,redaing & writing,Muslim,Employee,murder,1
"2,014",female,48,married,University,Muslim,Employee,murder,1
"2,014",male,57,married,uneducated,Muslim,Employee,murder,1
"2,014",male,46,married,الصف الثانى الثانوى,Muslim,Employee,murder,1
"2,014",male,41,married,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",male,17,single,Undefined,Muslim,Employee,murder,1
"2,014",male,28,married,High school,Muslim,Employee,murder,1
"2,014",male,16,single,Undefined,Muslim,Employee,murder,1
"2,014",male,18,single,Undefined,Muslim,Employee,murder,1
"2,014",male,18,married,High school,Muslim,Employee,murder,1
"2,014",male,18,single,Undefined,Muslim,Employee,murder,1
"2,014",male,16,single,Undefined,Muslim,Employee,murder,1
"2,014",male,41,married,شهاده الاعداديه العامه,Muslim,Employee,murder,1
"2,014",female,16,single,Undefined,Muslim,Employee,murder,1
"2,014",male,15,single,Undefined,Muslim,Employee,murder,1
"2,014",female,15,single,Undefined,Muslim,Employee,murder,1
"2,014",male,52,married,Undefined,Muslim,Employee,murder,1
"2,014",male,15,single,Undefined,Muslim,Employee,murder,1
"2,014",female,66,divorced,ابتدائيه عامه,Muslim,Employee,murder,1
"2,014",male,39,married,الصف السادس الابتدائى,Muslim,Employee,murder,1
"2,014",male,64,married,redaing & writing,Muslim,Employee,murder,1
"2,014",female,29,single,Undefined,Muslim,Employee,murder,1
"2,014",male,23,single,الصف الثانى الثانوى,Muslim,Employee,murder,1
"2,014",male,26,single,Undefined,Muslim,Employee,murder,1
"2,014",female,16,single,Undefined,Muslim,Employee,murder,1
"2,014",female,34,divorced,Middle school,Muslim,Employee,murder,1
"2,014",male,18,married,High school,Muslim,Employee,murder,1
"2,014",male,16,single,redaing & writing,Muslim,Employee,murder,1
"2,014",male,42,married,الصف الاول الثانوى,Muslim,Employee,murder,1
"2,014",male,19,single,redaing & writing,Muslim,Employee,murder,1
"2,014",male,17,single,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,014",male,56,married,redaing & writing,Muslim,Employee,murder,1
"2,014",male,14,single,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,014",female,48,married,0,Christian,Employee,murder,1
"2,014",female,52,single,الصف الثالث الثانوى,Christian,Employee,murder,1
"2,014",male,58,married,0,Muslim,Employee,murder,1
"2,014",male,60,married,اقل من الثانويه العامه,Muslim,Employee,murder,1
"2,014",male,61,married,redaing & writing,Muslim,Employee,murder,1
"2,014",male,44,divorced,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,014",male,13,single,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,014",female,14,divorced,High school,Muslim,Employee,murder,1
"2,014",female,19,single,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,014",male,50,single,الصف الثالث الثانوى,Muslim,Employee,murder,1
"2,014",male,14,single,Third Grade of middle school,Muslim,Undefined,murder,1
"2,014",female,52,married,redaing & writing,Muslim,Undefined,murder,1
"2,014",male,30,single,High school,Muslim,Undefined,murder,1
"2,014",male,44,married,الصف الثالث الثانوى,Muslim,Undefined,murder,1
"2,014",male,55,married,uneducated,Muslim,Undefined,murder,1
"2,014",male,44,married,redaing & writing,Muslim,Undefined,murder,1
"2,014",female,30,single,0,Undefined,Undefined,murder,1
"2,014",male,13,single,الصف الثالث الثانوى,Muslim,Undefined,murder,1
"2,014",male,33,single,الصف الثالث الثانوى,Muslim,Undefined,murder,1
"2,014",male,42,married,0,Muslim,Undefined,murder,1
"2,014",male,52,married,0,Muslim,Undefined,murder,1
"2,014",male,47,single,الصف الثالث الثانوى,Muslim,Undefined,murder,1
"2,014",male,48,married,الصف الثالث الثانوى,Muslim,Undefined,murder,1
"2,014",female,36,single,redaing & writing,Muslim,Undefined,murder,1
"2,014",male,31,Undefined,0,Muslim,Undefined,murder,1
"2,014",male,64,Undefined,0,Muslim,Undefined,murder,1
"2,014",male,47,single,0,Muslim,Undefined,murder,1
"2,014",male,51,married,uneducated,Muslim,Undefined,murder,1
"2,014",male,58,married,0,Muslim,Undefined,murder,1
"2,014",male,35,married,الصف السادس الابتدائى,Muslim,Undefined,murder,1
"2,014",male,59,married,الصف الثالث الثانوى,Muslim,Undefined,murder,1
"2,014",male,46,married,الصف الاول الاعدادى,Hindu,Undefined,murder,1
"2,014",male,36,married,High school,Muslim,Undefined,murder,1
"2,014",male,60,Undefined,uneducated,Muslim,Undefined,murder,1
"2,014",male,44,married,redaing & writing,Muslim,Undefined,murder,1
"2,014",male,64,married,الصف الثالث الثانوى,Muslim,Undefined,murder,1
"2,014",male,45,married,0,Muslim,Undefined,murder,1
"2,014",male,42,married,الصف الثالث الثانوى,Muslim,Undefined,murder,1
"2,014",male,50,married,الصف الثالث الثانوى,Muslim,Undefined,murder,1
"2,014",male,46,married,redaing & writing,Muslim,Undefined,murder,1
"2,014",male,27,divorced,Undefined,Muslim,Undefined,murder,1
"2,014",male,28,single,0,Muslim,Undefined,murder,1
"2,014",male,40,single,الصف الاول الثانوى,Muslim,Undefined,murder,1
"2,014",male,46,married,ابتدائيه عامه,Muslim,Undefined,murder,1
"2,014",male,15,,الصف الثالث الثانوى,Muslim,Undefined,murder,1
"2,014",male,45,married,High school,Muslim,Undefined,murder,1
"2,014",male,49,married,شهاده الاعداديه العامه,Muslim,Undefined,murder,1
"2,014",male,47,married,الصف الاول الاعدادى,Muslim,Undefined,murder,1
"2,014",male,38,single,شهاده الاعداديه العامه,Muslim,Undefined,murder,1
"2,014",female,53,married,الصف الثالث الثانوى,Muslim,Undefined,murder,1
"2,014",male,36,married,0,Muslim,Undefined,murder,1
"2,014",male,49,married,High school,Hindu,Undefined,murder,1
"2,014",male,42,single,الصف الثالث الثانوى,Muslim,Undefined,murder,1
"2,014",male,38,single,الصف الثالث الثانوى,Muslim,Undefined,murder,1
"2,014",male,14,,الصف الثالث الثانوى,,Undefined,murder,1
"2,014",female,60,married,High school,Muslim,Undefined,murder,1
"2,014",male,71,married,الصف الاول الثانوى,Muslim,Undefined,murder,1
"2,014",male,57,married,ابتدائيه عامه,Muslim,Undefined,murder,1
"2,014",male,49,married,ابتدائيه عامه,Muslim,Undefined,murder,1
"2,014",male,40,married,uneducated,Muslim,Undefined,murder,1
"2,014",male,45,married,الصف الثالث الثانوى,Muslim,Undefined,murder,1
"2,014",male,67,married,شهادات Universityه,Muslim,Undefined,murder,1
"2,014",male,20,single,diploma,Muslim,Undefined,murder,1
"2,014",male,53,single,High school,Muslim,Undefined,murder,1
"2,014",male,19,single,University,Muslim,Undefined,murder,1
"2,014",female,13,Undefined,0,Muslim,Undefined,murder,1
"2,014",male,13,,الصف الثالث الثانوى,Muslim,Undefined,murder,1
"2,014",female,37,single,,Muslim,Undefined,murder,1
"2,014",male,32,single,redaing & writing,Muslim,Undefined,murder,1
"2,014",male,50,married,uneducated,Muslim,Undefined,murder,1
"2,014",male,12,single,الصف الثالث الثانوى,Muslim,Undefined,murder,1
"2,014",male,34,married,الصف الثالث الثانوى,Muslim,Undefined,murder,1
"2,014",female,33,married,0,Muslim,Undefined,murder,1
"2,014",male,40,Undefined,ثانويه Undefinedه,Muslim,Undefined,murder,1
"2,014",male,44,single,,Muslim,Undefined,murder,1
"2,014",female,44,married,الصف الثالث الثانوى,Christian,Undefined,murder,1
"2,014",female,26,married,High school,Muslim,Undefined,murder,1
"2,014",male,37,married,High school,Muslim,Undefined,murder,1
"2,014",female,42,married,redaing & writing,Muslim,Undefined,murder,1
"2,014",male,36,married,Middle school,Muslim,Undefined,murder,1
"2,014",female,16,single,الصف الرابع الابتدائى,Muslim,bussiness man,murder,1
"2,014",male,50,married,redaing & writing,Muslim,bussiness man,murder,1
"2,014",male,38,married,0,Muslim,bussiness man,murder,1
"2,014",male,17,single,الصف الثالث الثانوى,Muslim,bussiness man,murder,1
"2,014",male,52,single,الصف السادس الابتدائى,Muslim,bussiness man,murder,1
"2,014",male,31,married,ابتدائيه عامه,Muslim,bussiness man,murder,1
"2,014",female,11,single,,Muslim,bussiness man,murder,1
"2,014",male,34,single,High school,Muslim,bussiness man,murder,1
"2,014",male,38,married,الصف السادس الابتدائى,Muslim,bussiness man,murder,1
"2,014",male,36,married,redaing & writing,Muslim,bussiness man,murder,1
"2,014",male,26,married,High school,Muslim,bussiness man,murder,1
"2,014",male,10,single,Third Grade of middle school,Muslim,bussiness man,murder,1
"2,014",male,50,married,0,Muslim,bussiness man,murder,1
"2,014",male,15,single,الصف الثالث الثانوى,Muslim,bussiness man,murder,1
"2,014",male,30,married,Undefined,Muslim,bussiness man,murder,1
"2,014",male,37,single,الصف الثالث الثانوى,Muslim,bussiness man,murder,1
"2,014",male,56,single,0,Muslim,bussiness man,murder,1
"2,014",male,35,single,redaing & writing,Muslim,bussiness man,murder,1
"2,014",male,48,married,الصف الاول الثانوى,Muslim,bussiness man,murder,1
"2,014",male,62,married,uneducated,Hindu,bussiness man,murder,1
"2,014",male,46,married,uneducated,Muslim,bussiness man,murder,1
"2,014",male,54,married,شهاده الاعداديه العامه,Muslim,bussiness man,murder,1
"2,014",female,10,single,,Muslim,bussiness man,murder,1
"2,014",male,46,married,uneducated,Muslim,bussiness man,murder,1
"2,014",male,31,single,redaing & writing,Hindu,bussiness man,murder,1
"2,014",male,37,married,High school,Muslim,bussiness man,murder,1
"2,014",male,35,single,0,Muslim,bussiness man,murder,1
"2,014",female,21,single,شهاده الاعداديه العامه,Muslim,bussiness man,murder,1
"2,014",female,33,single,0,Christian,bussiness man,murder,1
"2,014",female,46,married,uneducated,Muslim,bussiness man,murder,1
"2,014",male,52,Undefined,0,Muslim,bussiness man,murder,1
"2,014",male,9,single,,Muslim,bussiness man,murder,1
"2,014",male,45,married,uneducated,Hindu,bussiness man,murder,1
"2,014",female,43,single,uneducated,Christian,bussiness man,murder,1
"2,014",male,44,married,High school,Muslim,bussiness man,murder,1
"2,014",female,29,single,معهد القباله والتمريض والصحه,Muslim,bussiness man,murder,1
"2,014",male,39,Undefined,الصف الثالث الثانوى,Hindu,bussiness man,murder,1
"2,014",male,40,married,الصف الثانى الثانوى,Hindu,bussiness man,murder,1
"2,014",male,39,single,الصف الثالث الثانوى,Christian,bussiness man,murder,1
"2,014",female,9,single,,Muslim,Undefinedه,murder,1
"2,014",male,30,single,Undefined,Muslim,كاتب حسابات/فنى حسابات,murder,1
"2,014",female,32,single,redaing & writing,Christian,مشرف مبيعات,murder,1
"2,014",female,43,single,High school,Hindu,مزين شعر,murder,1
"2,014",female,38,married,redaing & writing,Muslim,Undefinedه,murder,1
"2,014",male,30,single,redaing & writing,Muslim,Employee تسجيل ملفات,murder,1
"2,014",male,53,married,الصف الرابع الابتدائى,Muslim,Employee,murder,1
"2,014",male,32,single,الصف الثالث الثانوى,Muslim,عامل عادى,theft,1
"2,014",male,42,single,شهادات Universityه,Christian,سائق شاحنه,theft,1
"2,014",male,36,married,redaing & writing,Muslim,حلاق,theft,1
"2,014",female,35,single,0,Christian,اختصاصى معالجه طبيعيه,theft,1
"2,014",female,29,married,High school,Muslim,كاتب متابع,theft,1
"2,014",male,16,single,Undefined,Muslim,student/غير مصرح بالعمل,theft,1
"2,014",male,30,single,ابتدائيه عامه,Muslim,سائق خاص,theft,1
"2,014",male,39,married,redaing & writing,Muslim,كهربائى كابلات توزيع,theft,1
"2,014",male,8,single,الصف الثالث الابتدائى,Muslim,student,theft,1
"2,014",male,33,single,الصف الثالث الثانوى,Muslim,مدير مشتريات,theft,1
"2,014",male,16,single,الصف الثالث الثانوى,Muslim,شريك,theft,1
"2,014",male,13,single,الصف الثالث الثانوى,Muslim,student,theft,1
"2,014",male,32,Undefined,0,Muslim,student,theft,1
"2,014",male,29,single,High school,Muslim,student,theft,1
"2,014",male,34,married,0,Muslim,student,theft,1
